"","city","state","count","city.state","lon","lat"
"683","Helena-West Helena","AR",1,"Helena-West Helena ,  AR",-90.59,34.5291
"684","Hemet","CA",4,"Hemet ,  CA",-116.9719684,33.7475203
"685","Henderson","NC",1,"Henderson ,  NC",-78.3991638,36.3295905
"686","Henderson","NV",2,"Henderson ,  NV",-114.9817213,36.0395247
"687","Henderson County","TX",1,"Henderson County ,  TX",-95.8142885,32.1321367
"688","Hendersonville","NC",1,"Hendersonville ,  NC",-82.4609528,35.3187279
"689","Hendersonville","TN",1,"Hendersonville ,  TN",-86.6199957,36.3047735
"690","Henrico","VA",1,"Henrico ,  VA",-78.616433,36.592528
"691","Hensley","WV",1,"Hensley ,  WV",-81.6998327,37.4740011
"692","Hereford","TX",1,"Hereford ,  TX",-102.3977036,34.8150622
"693","Herndon","VA",1,"Herndon ,  VA",-77.3860976,38.9695545
"694","Hessel","MI",1,"Hessel ,  MI",-84.3387489,46.0309332
"695","Hesston","KS",1,"Hesston ,  KS",-97.4314267,38.1383437
"696","Hickory","NC",1,"Hickory ,  NC",-81.3444573,35.7344538
"697","Highgrove","CA",1,"Highgrove ,  CA",-117.3333772,34.0158479
"698","Highland","CA",1,"Highland ,  CA",-117.2086513,34.1283442
"699","Hillsboro","OR",1,"Hillsboro ,  OR",-122.9365835,45.5200114
"700","Hillyard","WA",1,"Hillyard ,  WA",-117.3663252,47.7007255
"701","Hiram","GA",1,"Hiram ,  GA",-84.7621592,33.8756601
"702","Hiseville","KY",1,"Hiseville ,  KY",-85.8124723,37.1008864
"703","Hixson","TN",1,"Hixson ,  TN",-85.2368219,35.137265
"704","Hobbs","NM",3,"Hobbs ,  NM",-103.1360403,32.7026116
"705","Hohenwald","TN",1,"Hohenwald ,  TN",-87.5519628,35.5478513
"706","Holiday","FL",1,"Holiday ,  FL",-82.7395454,28.18779
"707","Holland Township","MI",2,"Holland Township ,  MI",-86.0883895,42.8128096
"708","Hollywood","CA",1,"Hollywood ,  CA",-118.3286614,34.0928092
"709","Hollywood Hills","CA",2,"Hollywood Hills ,  CA",-118.3520389,34.1176605
"710","Homedale","ID",1,"Homedale ,  ID",-116.9337599,43.6176584
"711","Homer","LA",1,"Homer ,  LA",-93.055718,32.7918133
"712","Homestead","FL",2,"Homestead ,  FL",-80.4775569,25.4687224
"713","Hometown","WV",1,"Hometown ,  WV",-81.8612444,38.5328674
"714","Homewood","AL",4,"Homewood ,  AL",-86.8008228,33.4717732
"715","Hominy","OK",1,"Hominy ,  OK",-96.3952963,36.4142357
"716","Hoover","AL",1,"Hoover ,  AL",-86.8113781,33.4053867
"717","Hopewell","VA",1,"Hopewell ,  VA",-77.2872001,37.3043154
"718","Horseheads","NY",1,"Horseheads ,  NY",-76.8205119,42.167019
"719","Houma","LA",3,"Houma ,  LA",-90.7195348,29.5957696
"720","Houston","TX",30,"Houston ,  TX",-95.3698028,29.7604267
"721","Howland Township","OH",1,"Howland Township ,  OH",-80.7325287,41.2576207
"722","Hudson","NC",1,"Hudson ,  NC",-81.4959267,35.8484645
"723","Hudson","OH",1,"Hudson ,  OH",-81.440667,41.240056
"724","Humboldt","TN",1,"Humboldt ,  TN",-88.9158953,35.8197917
"725","Hummelstown","PA",1,"Hummelstown ,  PA",-76.7083033,40.2653681
"726","Hunters","WA",1,"Hunters ,  WA",-118.2022917,48.1171945
"727","Huntersville","NC",2,"Huntersville ,  NC",-80.8428504,35.410694
"728","Huntingdon County","PA",1,"Huntingdon County ,  PA",-78.0195387,40.4155273
"729","Huntington Beach","CA",2,"Huntington Beach ,  CA",-117.9988026,33.6594835
"730","Huntsville","AL",7,"Huntsville ,  AL",-86.5861037,34.7303688
"731","Hurst","IL",1,"Hurst ,  IL",-89.1428573,37.8331059
"732","Hurst","TX",1,"Hurst ,  TX",-97.1705678,32.8234621
"733","Hutchins","TX",1,"Hutchins ,  TX",-96.7130521,32.6492999
"734","Hutchinson","KS",2,"Hutchinson ,  KS",-97.9297743,38.0608445
"735","Hutchinson","MN",1,"Hutchinson ,  MN",-94.3692926,44.8925483
"736","Idaho Falls","ID",2,"Idaho Falls ,  ID",-111.8431068,43.5427278
"737","Ideal Beach","NJ",1,"Ideal Beach ,  NJ",-74.1198036,40.4472272
"738","Immokalee","FL",1,"Immokalee ,  FL",-81.4174057,26.4185248
"739","Independence","MO",1,"Independence ,  MO",-94.4155068,39.0911161
"740","Independence","VA",1,"Independence ,  VA",-81.150923,36.6223478
"741","Indianapolis","IN",13,"Indianapolis ,  IN",-86.158068,39.768403
"742","Indiantown","FL",1,"Indiantown ,  FL",-80.4856083,27.0272756
"743","Indio","CA",2,"Indio ,  CA",-116.2155619,33.7205771
"744","Inglewood","CA",2,"Inglewood ,  CA",-118.3531311,33.9616801
"745","Inwood","WV",1,"Inwood ,  WV",-78.0399994,39.3578781
"746","Iredell County","NC",1,"Iredell County ,  NC",-80.8986502,35.8310501
"747","Irmo","SC",2,"Irmo ,  SC",-81.1831513,34.0859829
"748","Irvine","CA",1,"Irvine ,  CA",-117.8265049,33.6845673
"749","Irving","TX",4,"Irving ,  TX",-96.9488945,32.8140177
"750","Ishpeming Township","MI",1,"Ishpeming Township ,  MI",-87.6876933,46.6086225
"751","Islip","NY",1,"Islip ,  NY",-73.2103934,40.7298207
"752","Iuka","MS",2,"Iuka ,  MS",-88.1900415,34.8117565
"753","Iva","SC",1,"Iva ,  SC",-82.663743,34.3064966
"754","Jackson","GA",2,"Jackson ,  GA",-83.9660209,33.2945651
"755","Jackson","MI",1,"Jackson ,  MI",-84.3542049,42.1764362
"756","Jackson","MS",2,"Jackson ,  MS",-90.1848103,32.2987573
"757","Jackson","WI",1,"Jackson ,  WI",-88.1667599,43.3238919
"758","Jackson County","AL",1,"Jackson County ,  AL",-86.0121573,34.7090388
"759","Jacksonsville","FL",1,"Jacksonsville ,  FL",-81.655651,30.3321838
"760","Jacksonville","AR",1,"Jacksonville ,  AR",-92.1101458,34.8662005
"761","Jacksonville","FL",16,"Jacksonville ,  FL",-81.655651,30.3321838
"762","Jal","NM",1,"Jal ,  NM",-103.1935127,32.1131814
"763","Jean","NV",1,"Jean ,  NV",-115.3238828,35.778868
"764","Jefferson City","MO",1,"Jefferson City ,  MO",-92.1735164,38.5767017
"765","Jefferson County","ID",1,"Jefferson County ,  ID",-112.2493671,43.7640903
"766","Jeffersonville","OH",1,"Jeffersonville ,  OH",-83.5638094,39.6536719
"767","Jennings","MO",1,"Jennings ,  MO",-90.2603903,38.7192175
"768","Jerseyville","IL",1,"Jerseyville ,  IL",-90.3284479,39.1200471
"769","Jesup","GA",1,"Jesup ,  GA",-81.8853924,31.6074365
"770","Johns Creek","GA",1,"Johns Creek ,  GA",-84.198579,34.0289259
"771","Johnson City","TN",2,"Johnson City ,  TN",-82.3534727,36.3134397
"772","Johnsonville","SC",1,"Johnsonville ,  SC",-79.4492228,33.8179432
"773","Johnstown","PA",1,"Johnstown ,  PA",-78.9219698,40.3267407
"774","Joilet","IL",1,"Joilet ,  IL",-88.0817251,41.525031
"775","Jonesboro","AR",1,"Jonesboro ,  AR",-90.704279,35.8422967
"776","Jonesborough","TN",1,"Jonesborough ,  TN",-82.4734787,36.2942722
"777","Joplin","MO",1,"Joplin ,  MO",-94.513281,37.0842271
"778","Josephine County","OR",1,"Josephine County ,  OR",-123.4568737,42.3447572
"779","Joshua Tree","CA",1,"Joshua Tree ,  CA",-116.3130661,34.134728
"780","Jourdanton","TX",1,"Jourdanton ,  TX",-98.5464068,28.9180294
"781","Junction City","KS",1,"Junction City ,  KS",-96.8313978,39.0286093
"782","Jupiter","FL",1,"Jupiter ,  FL",-80.0942087,26.9342246
"783","Jurupa Valley","CA",2,"Jurupa Valley ,  CA",-117.4854802,33.9971974
"784","Kansas City","KS",2,"Kansas City ,  KS",-94.6267873,39.1155314
"785","Kansas City","MO",15,"Kansas City ,  MO",-94.5785667,39.0997265
"786","Katy","TX",1,"Katy ,  TX",-95.8243956,29.7857853
"787","Kearny","AZ",1,"Kearny ,  AZ",-110.9106656,33.0570085
"788","Kelso","WA",2,"Kelso ,  WA",-122.9084445,46.146779
"789","Kendale Lakes","FL",1,"Kendale Lakes ,  FL",-80.4069986,25.7081577
"790","Kenner","LA",1,"Kenner ,  LA",-90.2417434,29.9940924
"791","Kennewick","WA",2,"Kennewick ,  WA",-119.119948,46.2086683
"792","Kenosha","WI",1,"Kenosha ,  WI",-87.8211854,42.5847425
"793","Kent","OH",2,"Kent ,  OH",-81.3578859,41.1536674
"794","Kent","WA",1,"Kent ,  WA",-122.2348432,47.3809335
"795","Kent Station","WA",1,"Kent Station ,  WA",-122.2348948,47.3842085
"796","Kentwood","MI",2,"Kentwood ,  MI",-85.6447492,42.8694731
"797","Kerrville","TX",2,"Kerrville ,  TX",-99.1403189,30.0474332
"798","Kettering","OH",2,"Kettering ,  OH",-84.1688274,39.6895036
"799","Killeen","AL",1,"Killeen ,  AL",-87.5375253,34.8628637
"800","Killeen","TX",1,"Killeen ,  TX",-97.7277959,31.1171194
"801","King City","OR",1,"King City ,  OR",-122.8044946,45.4026959
"802","King George","VA",1,"King George ,  VA",-77.1807842,38.2664512
"803","Kingman","AZ",5,"Kingman ,  AZ",-114.0530065,35.189443
"804","Kings County","CA",1,"Kings County ,  CA",-119.8815203,36.0988489
"805","Kings Mountain","NC",1,"Kings Mountain ,  NC",-81.3411942,35.2451342
"806","Kingsbury","TX",1,"Kingsbury ,  TX",-97.8280575,29.6480061
"807","Kingsland","GA",1,"Kingsland ,  GA",-81.6898261,30.7999563
"808","Kingwood","TX",1,"Kingwood ,  TX",-95.1902986,30.0575359
"809","Kinston","NC",1,"Kinston ,  NC",-77.5816353,35.2626635
"810","Kiowa","OK",1,"Kiowa ,  OK",-95.8991586,34.7206515
"811","Kirkland","WA",2,"Kirkland ,  WA",-122.2059833,47.6768927
"812","Klamath Falls","OR",2,"Klamath Falls ,  OR",-121.7816704,42.224867
"813","Knoxville","PA",1,"Knoxville ,  PA",-77.4388719,41.9572933
"814","Knoxville","TN",1,"Knoxville ,  TN",-83.9207392,35.9606384
"815","Kokomo","IN",2,"Kokomo ,  IN",-86.1336033,40.486427
"816","Kuna","ID",1,"Kuna ,  ID",-116.4201223,43.4918307
"817","Kyle","SD",1,"Kyle ,  SD",-102.1765463,43.4249934
"818","La Crosse","WI",1,"La Crosse ,  WI",-91.2519017,43.8137751
"819","La Marque","TX",1,"La Marque ,  TX",-94.9713134,29.3685674
"820","La Mirada","CA",1,"La Mirada ,  CA",-118.0120086,33.9172357
"821","La Paz County","AZ",1,"La Paz County ,  AZ",-113.9536466,34.0061091
"822","La Quinta","CA",1,"La Quinta ,  CA",-116.3100095,33.6633573
"823","Lacey","WA",1,"Lacey ,  WA",-122.8231915,47.0342629
"824","Ladera Heights","CA",1,"Ladera Heights ,  CA",-118.3725116,33.9871561
"825","Lady Lake","FL",1,"Lady Lake ,  FL",-81.9228604,28.9174855
"826","Lafayette","IN",1,"Lafayette ,  IN",-86.8752869,40.4167022
"827","LaFollette","TN",1,"LaFollette ,  TN",-84.1199472,36.3828852
"828","LaGrange","GA",1,"LaGrange ,  GA",-85.0322444,33.0362218
"829","Laguna Pueblo","NM",1,"Laguna Pueblo ,  NM",-107.3828231,35.0367105
"830","Lake Asbury","FL",1,"Lake Asbury ,  FL",-81.8214871,30.0491293
"831","Lake City","SC",1,"Lake City ,  SC",-79.7553451,33.8709958
"832","Lake Elmo","MN",1,"Lake Elmo ,  MN",-92.8793768,44.9957998
"833","Lake Elsinore","CA",2,"Lake Elsinore ,  CA",-117.3272615,33.6680772
"834","Lake Hallie","WI",1,"Lake Hallie ,  WI",-91.4407146,44.8757937
"835","Lake Havasu City","AZ",1,"Lake Havasu City ,  AZ",-114.3224548,34.483901
"836","Lake Jackson","TX",2,"Lake Jackson ,  TX",-95.4343859,29.0338575
"837","Lake Mary","FL",1,"Lake Mary ,  FL",-81.3178446,28.7588833
"838","Lake Stevens","WA",2,"Lake Stevens ,  WA",-122.0637425,48.015098
"839","Lake View","SC",1,"Lake View ,  SC",-79.1655946,34.3457189
"840","Lake Wales","FL",2,"Lake Wales ,  FL",-81.5859099,27.9014133
"841","Lakeland","FL",5,"Lakeland ,  FL",-81.9498042,28.0394654
"842","Lakeland","TN",1,"Lakeland ,  TN",-89.7403606,35.2306435
"843","Lakemoor","IL",1,"Lakemoor ,  IL",-88.1989732,42.3286331
"844","Lakes Charles","LA",1,"Lakes Charles ,  LA",-93.2173758,30.2265949
"845","Lakes Wales","FL",1,"Lakes Wales ,  FL",-81.5859099,27.9014133
"846","Lakeshire","MO",1,"Lakeshire ,  MO",-90.3351164,38.538664
"847","Lakewood","CO",2,"Lakewood ,  CO",-105.0813734,39.7047095
"848","Lakewood","WA",2,"Lakewood ,  WA",-122.518458,47.1717649
"849","Lampe","MO",1,"Lampe ,  MO",-93.4379639,36.5636755
"850","Lancaster","CA",2,"Lancaster ,  CA",-118.1541632,34.6867846
"851","Lancaster","KY",1,"Lancaster ,  KY",-84.5779957,37.6195246
"852","Lancaster","PA",3,"Lancaster ,  PA",-76.1783739,40.0466571
"853","Lancaster","SC",1,"Lancaster ,  SC",-80.7709014,34.7204257
"854","Lancaster City","PA",1,"Lancaster City ,  PA",-76.3055144,40.0378755
"855","Landover","MD",2,"Landover ,  MD",-76.8966397,38.9340002
"856","Landrum","SC",1,"Landrum ,  SC",-82.1892795,35.1751148
"857","Lansing","IL",1,"Lansing ,  IL",-87.538931,41.5647575
"858","Lansing","MI",1,"Lansing ,  MI",-84.5555347,42.732535
"859","Laramie","WY",1,"Laramie ,  WY",-105.5911007,41.3113669
"860","Laredo","TX",3,"Laredo ,  TX",-99.5075519,27.5035613
"861","Largo","FL",1,"Largo ,  FL",-82.7873244,27.9094665
"862","Larimer County","CO",1,"Larimer County ,  CO",-105.5943388,40.6955572
"863","Las Cruces","NM",8,"Las Cruces ,  NM",-106.7636538,32.3199396
"864","Las Vegas","NV",28,"Las Vegas ,  NV",-115.1398296,36.1699412
"865","Latta","SC",1,"Latta ,  SC",-79.4311616,34.3371047
"866","Lauderdale County","MS",1,"Lauderdale County ,  MS",-88.7108964,32.4401578
"867","Lauderdale Lakes","FL",1,"Lauderdale Lakes ,  FL",-80.2083806,26.1664736
"868","Lauderhill","FL",1,"Lauderhill ,  FL",-80.2133808,26.1403635
"869","Lawndale","IL",1,"Lawndale ,  IL",-89.2825925,40.2180969
"870","Lawndale","NC",1,"Lawndale ,  NC",-81.5631474,35.4140187
"871","Lawrence","IN",1,"Lawrence ,  IN",-86.0252612,39.8386516
"872","Lawrence County","AL",1,"Lawrence County ,  AL",-87.3016132,34.567428
"873","Lawrenceburg","KY",1,"Lawrenceburg ,  KY",-84.8966171,38.0372967
"874","Lawrenceburg","TN",1,"Lawrenceburg ,  TN",-87.3347389,35.2423023
"875","Lawtey","FL",1,"Lawtey ,  FL",-82.0717733,30.0441284
"876","Lawton","OK",1,"Lawton ,  OK",-98.3959291,34.6035669
"877","Lead","SD",1,"Lead ,  SD",-103.7651984,44.3522065
"878","League City","TX",1,"League City ,  TX",-95.0949303,29.5074538
"879","Lealman","FL",2,"Lealman ,  FL",-82.6834453,27.8160523
"880","Leavenworth","KS",1,"Leavenworth ,  KS",-94.9224637,39.3111112
"881","Lebanon","MO",1,"Lebanon ,  MO",-92.6637865,37.6805967
"882","Lee's Summit","MO",1,"Lee's Summit ,  MO",-94.3821724,38.9108408
"883","Lehigh","KS",1,"Lehigh ,  KS",-97.3030858,38.3727872
"884","Leitchfield","KY",1,"Leitchfield ,  KY",-86.2938637,37.4800544
"885","Lemon Grove","CA",1,"Lemon Grove ,  CA",-117.0314172,32.7425516
"886","Lemoore","CA",2,"Lemoore ,  CA",-119.7829107,36.3007835
"887","Lenoir","NC",2,"Lenoir ,  NC",-81.5389849,35.9140196
"888","Lenoir City","TN",2,"Lenoir City ,  TN",-84.2560299,35.7972998
"889","Levelland","TX",1,"Levelland ,  TX",-102.37796,33.5873164
"890","Lewisburg","TN",1,"Lewisburg ,  TN",-86.7888887,35.4492404
"891","Lewistown","PA",1,"Lewistown ,  PA",-77.571382,40.5992395
"892","Lexington","NC",1,"Lexington ,  NC",-80.2533838,35.8240265
"893","Lexington","SC",1,"Lexington ,  SC",-81.2362107,33.9815369
"894","Lexington County","SC",1,"Lexington County ,  SC",-81.2518833,33.9309651
"895","Liberty","MO",1,"Liberty ,  MO",-94.4191177,39.2461138
"896","Liberty","NC",1,"Liberty ,  NC",-79.5716903,35.8534705
"897","Lima","OH",1,"Lima ,  OH",-84.1052256,40.742551
"898","Lincoln","CA",1,"Lincoln ,  CA",-121.2930079,38.891565
"899","Lincoln","NE",2,"Lincoln ,  NE",-96.7025955,40.813616
"900","Lincoln Parish","LA",1,"Lincoln Parish ,  LA",-92.6983868,32.598888
"901","Lisle","IL",1,"Lisle ,  IL",-88.0747875,41.801141
"902","Little Egg Harbor","NJ",1,"Little Egg Harbor ,  NJ",-74.3572646,39.6108492
"903","Little Egg Harbor Township","NJ",1,"Little Egg Harbor Township ,  NJ",-74.3572646,39.6108492
"904","Little Havana","FL",1,"Little Havana ,  FL",-80.2377078,25.7776438
"905","Little Mountain","SC",1,"Little Mountain ,  SC",-81.4123229,34.1962557
"906","Little Orleans","MD",1,"Little Orleans ,  MD",-78.3864002,39.625925
"907","Little Rock","AR",4,"Little Rock ,  AR",-92.2895948,34.7464809
"908","Littlefield","TX",1,"Littlefield ,  TX",-102.3249022,33.9173148
"909","Livermore","CA",1,"Livermore ,  CA",-121.7680088,37.6818745
"910","Livingston","MT",1,"Livingston ,  MT",-110.5599556,45.6614105
"911","Livingston","TN",1,"Livingston ,  TN",-85.3230221,36.3833961
"912","Livingston Parish","LA",1,"Livingston Parish ,  LA",-90.6773046,30.4340146
"913","Lizella","GA",1,"Lizella ,  GA",-83.819985,32.8069216
"914","Llano","TX",1,"Llano ,  TX",-98.6750379,30.7593452
"915","Lockhart","TX",1,"Lockhart ,  TX",-97.6699996,29.8849441
"916","Locust Grove","GA",1,"Locust Grove ,  GA",-84.109083,33.3459495
"917","Lodge Grass","MT",1,"Lodge Grass ,  MT",-107.3631461,45.3144117
"918","Lodi","CA",2,"Lodi ,  CA",-121.2722194,38.1341477
"919","Logan","UT",1,"Logan ,  UT",-111.8338359,41.7369803
"920","Logan Canyon","UT",1,"Logan Canyon ,  UT",-111.7938314,41.7402088
"921","Logan County","OK",1,"Logan County ,  OK",-97.5247243,35.9404623
"922","Lompoc","CA",1,"Lompoc ,  CA",-120.4579409,34.6391501
"923","London","KY",2,"London ,  KY",-84.0832646,37.1289771
"924","Lone Rock","AR",1,"Lone Rock ,  AR",-92.3446022,36.1806251
"925","Long Beach","CA",11,"Long Beach ,  CA",-118.1937395,33.7700504
"926","Longview","TX",3,"Longview ,  TX",-94.7404891,32.5007037
"927","Longview","WA",2,"Longview ,  WA",-122.9381672,46.1381676
"928","Lorena","TX",1,"Lorena ,  TX",-97.2155596,31.3865592
"929","Los Angeles","CA",46,"Los Angeles ,  CA",-118.2436849,34.0522342
"930","Los Banos","CA",2,"Los Banos ,  CA",-120.8499151,37.0582786
"931","Los Lunas","NM",2,"Los Lunas ,  NM",-106.7333599,34.806166
"932","Louisville","KY",11,"Louisville ,  KY",-85.7584557,38.2526647
"933","Louisville","NE",1,"Louisville ,  NE",-96.1600132,41.004443
"934","Loveland","CO",2,"Loveland ,  CO",-105.0749801,40.3977612
"935","Lovington","NM",1,"Lovington ,  NM",-103.3485543,32.9440077
"936","Lowell","MA",1,"Lowell ,  MA",-71.3161718,42.6334247
"937","Lower Burrell","PA",1,"Lower Burrell ,  PA",-79.7209802,40.5849232
"938","Lower Macungie Township","PA",1,"Lower Macungie Township ,  PA",-75.5626039,40.540989
"939","Lower Mount Bethel","PA",1,"Lower Mount Bethel ,  PA",-75.1662121,40.8077475
"940","Loxahatchee","FL",1,"Loxahatchee ,  FL",-80.238888,26.771624
"941","Lucedale","MS",1,"Lucedale ,  MS",-88.5900235,30.9251869
"942","Ludowici","GA",1,"Ludowici ,  GA",-81.7423357,31.7079919
"943","Lufkin","TX",1,"Lufkin ,  TX",-94.729097,31.3382406
"944","Lumpkin","GA",1,"Lumpkin ,  GA",-84.7990901,32.0509895
"945","Lynchburg","VA",1,"Lynchburg ,  VA",-79.1422464,37.4137536
"946","Lyndhurst","NJ",1,"Lyndhurst ,  NJ",-74.1243063,40.8120171
"947","Lynn","MA",3,"Lynn ,  MA",-70.9494938,42.466763
"948","Lynnwood","WA",1,"Lynnwood ,  WA",-122.3151314,47.8209301
"949","Lynwood","CA",1,"Lynwood ,  CA",-118.2114603,33.930293
"950","Lyons","IL",1,"Lyons ,  IL",-87.8181128,41.8133651
"951","Mabank","TX",1,"Mabank ,  TX",-96.1008056,32.3665322
"952","Mableton","GA",2,"Mableton ,  GA",-84.5824329,33.8187167
"953","Mackinaw","IL",1,"Mackinaw ,  IL",-89.3575913,40.5369829
"954","Macon","GA",1,"Macon ,  GA",-83.6324022,32.8406946
"955","Macon County","AL",1,"Macon County ,  AL",-85.684578,32.3731182
"956","Madera","CA",1,"Madera ,  CA",-120.0607176,36.9613356
"957","Madison","WI",2,"Madison ,  WI",-89.5497632,43.0186073
"958","Madison County","MS",1,"Madison County ,  MS",-90.0373201,32.6729459
"959","Madison Township","OH",2,"Madison Township ,  OH",-81.0533854,41.9858412
"960","Maeystown","IL",1,"Maeystown ,  IL",-90.2334494,38.224776
"961","Magna","UT",1,"Magna ,  UT",-112.1016088,40.7091121
"962","Maiden","NC",1,"Maiden ,  NC",-81.2117473,35.5756889
"963","Malone","NY",1,"Malone ,  NY",-74.2948983,44.8486596
"964","Malta","MT",1,"Malta ,  MT",-107.8742831,48.3597197
"965","Mamou","LA",1,"Mamou ,  LA",-92.4192993,30.6338092
"966","Manchester","NJ",1,"Manchester ,  NJ",-74.3392821,39.9711696
"967","Manchester Township","PA",1,"Manchester Township ,  PA",-76.745195,40.003043
"968","Mandan","ND",1,"Mandan ,  ND",-100.8895761,46.8266603
"969","Mandeville","LA",1,"Mandeville ,  LA",-90.0656311,30.3582506
"970","Manhasset","NY",1,"Manhasset ,  NY",-73.6995749,40.7978787
"971","Manistee","MI",1,"Manistee ,  MI",-86.324253,44.2444473
"972","Manitowoc","WI",1,"Manitowoc ,  WI",-87.657584,44.0886059
"973","Mankato","MN",1,"Mankato ,  MN",-93.9993996,44.1635775
"974","Mannford","OK",1,"Mannford ,  OK",-96.3544571,36.1334101
"975","Mansfield","OH",1,"Mansfield ,  OH",-82.5154471,40.75839
"976","Mansfield","TX",1,"Mansfield ,  TX",-97.1416768,32.5631924
"977","Marana","AZ",2,"Marana ,  AZ",-111.2224422,32.436381
"978","Maricopa","AZ",1,"Maricopa ,  AZ",-112.0476423,33.0581063
"979","Marietta","GA",2,"Marietta ,  GA",-84.5499327,33.952602
"980","Marina","CA",1,"Marina ,  CA",-121.802173,36.6844029
"981","Marine City","MI",1,"Marine City ,  MI",-82.492132,42.7194778
"982","Marion","AR",1,"Marion ,  AR",-90.1964835,35.2145336
"983","Marion","IL",1,"Marion ,  IL",-88.9331256,37.7306054
"984","Marion","MI",1,"Marion ,  MI",-85.1469835,44.1025148
"985","Markham","IL",1,"Markham ,  IL",-87.6947699,41.5936453
"986","Marksville","LA",1,"Marksville ,  LA",-92.0662356,31.1279652
"987","Maryneal","TX",1,"Maryneal ,  TX",-100.4503797,32.2354051
"988","Marysville","WA",1,"Marysville ,  WA",-122.1770818,48.0517637
"989","Mascotte","FL",1,"Mascotte ,  FL",-81.8867451,28.5783313
"990","Mashantucket","CT",1,"Mashantucket ,  CT",-71.9786626,41.4615182
"991","Maspeth","NY",1,"Maspeth ,  NY",-73.9065883,40.7294018
"992","Mathis","TX",1,"Mathis ,  TX",-97.8280543,28.0944558
"993","Maurice River","NJ",1,"Maurice River ,  NJ",-74.9836584,39.2592235
"994","Maysville","MO",1,"Maysville ,  MO",-94.3618967,39.8891658
"995","Maywood","CA",1,"Maywood ,  CA",-118.185349,33.9866807
"996","McAlester","OK",1,"McAlester ,  OK",-95.7697131,34.9334298
"997","McKinney","TX",1,"McKinney ,  TX",-96.6397822,33.1972465
"998","McKinneyville","CA",1,"McKinneyville ,  CA",-124.1006205,40.9465152
"999","McLemoresville","TN",1,"McLemoresville ,  TN",-88.5745001,35.987286
"1000","McLoud","OK",1,"McLoud ,  OK",-97.0914163,35.4358996
"1001","McMinnville","TN",1,"McMinnville ,  TN",-85.7801453,35.6865889
"1002","McPherson","KS",1,"McPherson ,  KS",-97.6642087,38.3708415
"1003","Mead Township","PA",1,"Mead Township ,  PA",-79.0419053,41.8103795
"1004","Meadow Vista","CA",1,"Meadow Vista ,  CA",-121.0218887,39.0010079
"1005","Medford","OR",2,"Medford ,  OR",-122.8755949,42.3265152
"1006","Medicine Lodge","KS",1,"Medicine Lodge ,  KS",-98.580361,37.2811339
"1007","Medina","OH",1,"Medina ,  OH",-81.8552196,41.143245
"1008","Melba","ID",1,"Melba ,  ID",-116.5290116,43.3754405
"1009","Melbourne","FL",1,"Melbourne ,  FL",-80.6081089,28.0836269
"1010","Memphis","TN",9,"Memphis ,  TN",-90.0489801,35.1495343
"1011","Mena","AR",1,"Mena ,  AR",-94.2396554,34.5862171
"1012","Merced","CA",1,"Merced ,  CA",-120.4829677,37.3021632
"1013","Meridian","ID",1,"Meridian ,  ID",-116.3915131,43.6121087
"1014","Meridian","MS",1,"Meridian ,  MS",-88.703656,32.3643098
"1015","Meridianville","AL",1,"Meridianville ,  AL",-86.5722154,34.8514782
"1016","Merrillville","IN",1,"Merrillville ,  IN",-87.3328139,41.4828144
"1017","Merrimack","NH",1,"Merrimack ,  NH",-71.4948322,42.8678693
"1018","Mesa","AZ",13,"Mesa ,  AZ",-111.8314724,33.4151843
"1019","Mesquite","TX",1,"Mesquite ,  TX",-96.5991593,32.7667955
"1020","Metairie","LA",1,"Metairie ,  LA",-90.1528519,29.9840922
"1021","Metropolis","IL",2,"Metropolis ,  IL",-88.7319979,37.1511655
"1022","Miami","FL",19,"Miami ,  FL",-80.1917902,25.7616798
"1023","Miami","OK",1,"Miami ,  OK",-94.8774554,36.8745146
"1024","Miami Beach","FL",1,"Miami Beach ,  FL",-80.1300455,25.790654
"1025","Miami Gardens","FL",1,"Miami Gardens ,  FL",-80.2456045,25.9420377
"1026","Miami Township","OH",1,"Miami Township ,  OH",-84.2489525,39.6128751
"1027","Micanopy","FL",1,"Micanopy ,  FL",-82.2798227,29.504692
"1028","Middle River","MD",1,"Middle River ,  MD",-76.4394056,39.3342744
"1029","Middleburg","FL",1,"Middleburg ,  FL",-81.8603778,30.0688512
"1030","Middleton","ID",1,"Middleton ,  ID",-116.6201357,43.7068281
"1031","Middletown","DE",1,"Middletown ,  DE",-75.7163207,39.449556
"1032","Middletown","NY",1,"Middletown ,  NY",-74.4229341,41.4459271
"1033","Midland","MI",1,"Midland ,  MI",-84.2472116,43.6155825
"1034","Midland","TX",2,"Midland ,  TX",-102.0779146,31.9973456
"1035","Midlothian","TX",1,"Midlothian ,  TX",-96.9944489,32.482361
"1036","Midway","FL",1,"Midway ,  FL",-84.4543513,30.4954759
"1037","Midwest City","OK",1,"Midwest City ,  OK",-97.3967019,35.4495065
"1038","Milcreek","UT",1,"Milcreek ,  UT",-111.8754907,40.6868914
"1039","Millbrook","AL",1,"Millbrook ,  AL",-86.3619163,32.4798575
"1040","Millerton","OK",1,"Millerton ,  OK",-95.0135582,33.9859409
"1041","Millston","WI",1,"Millston ,  WI",-90.6476354,44.1930179
"1042","Millville","NJ",1,"Millville ,  NJ",-75.0393438,39.4020596
"1043","Milton","FL",1,"Milton ,  FL",-87.0396881,30.6324149
